rut;usuario;correo;nombre;profesor;i1;f1;t1;r1;p1;s1;l1;i2;f2;t2;r2;p2;s2;l2;i3;f3;t3;r3;p3;s3;l3;i4;f4;t4;r4;p4;s4;l4;i5;f5;t5;r5;p5;s5;l5;i6;f6;t6;r6;p6;s6;l6;op1;op2;op3;op4;op5;op6;sv1;sv2;sv3;sv4;sv5;sv6;lt;tt;pt;game_score;score;score_a;score_p;score_d;score_s;programa2;sol1;sol2;sol3;sol4;tarea1;tarea2;controles;np;examen;final;estado
429;*;*;*;*;41.91040533;82.96958667;41.05918134;1;5;[3 3 3 0 0 3 3 ] [];7;82.98632067;125.9021207;42.91580003;2;6;[2 3 3 3 3 3 0 0 ] [1 1 ];10;125.9188477;297.21367;171.2948223;3;17;[0 3 0 0 0 0 2 3 ] [3 0 0 2 2 2 2 0 ];16;297.230423;342.0025083;44.7720853;1;2;[2 2 0 0 2 2 ] [3 3 3 3 ];10;342.0192453;368.6785973;26.659352;1;2;[1 2 2 ] [3 3 3 3 3 ];8;368.6952533;408.2660363;39.570783;1;7;[2 2 0 1 0 0 2 ] [1 1 1 1 3 ];12;1;1;1;1;1;0;1;1;1;1;1;1;63;366.272024;39;12.22347696;9;6;4;3;3;INGENIERIA CIVIL INDUSTRIAL;5.5;6.8;5.5;5.9;6.6;3.8;7;5.6;5.6;5.6;A
430;*;*;*;*;6.969666667;38.44933333;31.47966666;1;2;[0 3 3 3 3 ] [2 1 ];7;38.46633333;110.4883333;72.02199997;3;9;[2 3 3 3 3 3 0 0 ] [1 1 ];10;110.5053333;322.88;212.3746667;4;32;[0 3 0 0 0 0 2 3 ] [3 0 0 2 2 2 2 0 ];16;322.896;357.764;34.868;1;4;[2 2 2 2 0 0 ] [3 3 3 3 3 2 ];12;357.778;382.397;24.619;1;3;[1 2 2 2 ] [3 3 3 3 ];8;382.413;444.761;62.348;2;9;[2 2 0 0 2 2 ] [1 1 1 1 ];10;1;1;1;0;1;1;1;1;1;1;1;1;63;437.7113333;59;14.13822926;8;4;5;2;2;INGENIERIA CIVIL INDUSTRIAL;6.8;5.5;4;5.4;5.5;5.6;7;5.63;5.6;5.6;A
433;*;*;*;*;82.895337;113.492323;30.596986;1;4;[3 0 3 ] [2 2 1 2 ];7;113.509081;163.0711267;49.5620457;1;4;[2 3 3 3 3 2 2 2 3 3 3 ] [1 1 1 1 1 0 2 ];18;163.0879177;274.206253;111.1183353;1;13;[3 3 3 3 3 3 3 0 0 0 0 2 2 2 2 2 2 0 0 0 0 0 0 2 3 1 3 ] [3 0 0 2 2 2 ];33;274.223183;304.6540113;30.4308283;1;1;[2 2 2 2 2 2 2 ] [3 1 1 ];10;304.6706753;340.033843;35.3631677;1;3;[1 2 2 1 1 1 ] [1 1 3 3 3 3 3 ];13;340.05064;381.296348;41.245708;1;3;[0 0 2 2 2 2 2 2 2 2 2 0 ] [2 2 2 2 1 1 1 ];19;1;0;0;1;0;0;1;0;0;1;1;0;100;298.317071;28;16.78941648;8;5;5;1;1;INGENIERIA CIVIL INFORMATICA;5.8;5.3;6.1;5.9;5.5;5.5;5;5.58;5.6;5.6;A
441;*;*;*;*;61.37447933;162.235178;100.8606987;2;30;[3 3 3 0 0 3 3 ] [];7;162.249739;197.6581753;35.4084363;1;6;[2 3 3 3 3 3 ] [1 1 1 1 ];10;197.6735333;291.4764327;93.8028994;1;10;[0 0 3 0 0 0 0 2 0 0 3 3 3 1 1 3 3 3 3 1 1 2 ] [];22;291.4930827;354.1211853;62.6281026;1;6;[2 2 2 2 2 2 2 ] [1 1 0 3 1 1 ];13;354.1365913;393.0260657;38.8894744;1;3;[1 1 1 2 2 0 ] [1 1 3 3 3 3 3 0 ];14;393.0423027;481.3499983;88.3076956;3;11;[2 2 0 0 2 2 ] [1 1 1 1 ];10;1;1;0;0;0;1;1;1;0;1;1;1;76;419.897307;66;16.46669557;5;3;1;1;2;INGENIERIA CIVIL INDUSTRIAL;6;4;5.7;5.2;7;5;7;5.61;5.6;5.6;A
461;*;*;*;*;52.864556;84.04664333;31.18208733;1;8;[3 3 3 0 0 3 ] [2 ];7;84.07997533;125.5783167;41.49834137;1;12;[2 3 3 3 3 3 0 0 0 0 ] [];10;125.5949827;269.10591;143.5109273;1;33;[3 0 0 0 0 0 2 3 1 1 1 1 1 1 3 3 3 3 3 3 3 3 0 0 0 0 0 0 2 2 2 2 1 1 3 1 1 2 2 ] [1 ];40;269.122576;310.1876;41.065024;1;13;[2 2 0 0 0 2 2 1 1 2 2 2 0 0 2 2 ] [];16;310.204266;360.68558;50.481314;1;11;[1 2 0 1 2 2 1 3 3 2 1 1 2 2 2 2 2 2 0 0 ] [];20;360.702246;407.167054;46.464808;1;13;[2 2 2 3 3 2 3 3 0 0 2 2 2 2 2 3 0 0 0 0 ] [];20;1;1;0;0;0;0;1;1;0;0;0;0;113;354.202502;90;23.19901243;3;2;1;1;2;INGENIERIA EN COMPUTACION E INFORMATICA;6.1;6;5.7;5.9;6;4.1;7;5.58;5.6;5.6;A
465;*;*;*;*;17.61590033;74.230012;56.61411167;2;6;[3 3 3 ] [2 2 1 1 ];7;74.246483;128.3605247;54.1140417;2;12;[2 3 3 3 3 ] [1 1 1 1 2 ];10;128.3772987;354.6998637;226.322565;6;25;[3 0 0 0 0 0 2 3 ] [3 0 0 2 2 2 2 0 ];16;354.7164767;434.912802;80.1963253;2;6;[1 2 2 0 0 2 2 0 1 1 ] [1 1 3 3 3 3 1 0 ];18;434.929734;492.9100243;57.9802903;2;3;[1 2 2 2 2 2 ] [3 3 ];8;492.9267063;653.8858047;160.9590984;3;6;[2 2 0 0 0 0 ] [1 1 3 3 ];10;1;1;1;0;1;1;1;1;1;0;1;1;69;636.1864324;58;16.94799189;5;3;2;2;0;INGENIERIA EN COMPUTACION E INFORMATICA;4;4.8;4.8;4;7;6.9;7;5.67;5.3;5.6;A
32;*;*;*;*;33.48958;96.35539333;62.86581333;2;4;[3 3 0 0 3 3 0 3 ] [];8;96.38872667;164.0349333;67.64620663;1;9;[2 3 3 2 2 3 3 3 3 ] [1 1 1 1 2 ];14;164.0515933;530.86486;366.8132667;5;50;[0 3 0 0 0 0 2 3 1 3 3 ] [3 0 0 2 2 ];16;530.8981933;654.6217;123.7235067;1;23;[1 1 1 3 3 3 1 1 1 2 2 0 0 2 ] [1 1 3 3 3 3 0 0 3 ];23;654.6550333;704.1914667;49.5364334;1;10;[1 2 2 ] [1 1 3 3 3 3 3 3 2 0 0 ];14;704.2248;774.06258;69.83778;1;17;[2 2 0 0 0 1 ] [2 2 2 2 1 1 1 1 3 3 3 3 3 3 ];20;0;0;1;0;0;0;1;1;1;0;1;0;95;740.4230068;113;25.46662198;7;5;3;2;2;INGENIERIA EN COMPUTACION E INFORMATICA;6.6;6.8;5.8;6.4;5;4.5;6.6;5.73;5.7;5.7;A
126;*;*;*;*;71.641836;341.409182;269.767346;11;39;[1 3 3 3 3 0 3 0 0 ] [];9;341.442508;631.9897117;290.5472037;5;19;[2 3 3 3 3 3 1 1 ] [1 1 1 1 1 1 ];14;632.0064417;832.4363297;200.429888;2;21;[3 0 0 0 0 0 2 0 0 3 1 1 3 3 3 3 ] [3 0 0 ];19;832.4529847;923.97363;91.5206453;1;6;[2 2 0 0 2 2 2 2 2 2 ] [1 1 3 3 2 2 0 0 ];18;923.990311;1039.564423;115.574112;2;8;[1 2 2 2 2 2 2 2 2 ] [2 ];10;1039.581102;1090.878777;51.297675;1;5;[2 2 0 0 2 2 0 0 0 0 ] [];10;0;0;0;0;0;1;1;1;0;0;1;1;80;1019.13687;98;24.84658364;9;6;4;2;3;INGENIERIA INDUSTRIAL;6.4;5.1;4.2;5.2;6.5;7;4;5.73;5.7;5.7;A
128;*;*;*;*;132.7194293;256.7815673;124.062138;2;17;[3 3 3 0 0 3 ] [2 ];7;256.7981713;313.5758873;56.777716;1;15;[2 3 3 3 3 3 0 0 ] [3 1 1 2 ];12;313.5925913;529.5481567;215.9555654;4;19;[3 0 0 0 0 0 2 3 ] [3 0 0 2 2 2 2 2 0 ];17;529.5649727;571.1575807;41.592608;1;13;[2 2 2 2 2 2 2 0 0 ] [3 ];10;571.1741497;642.3047237;71.130574;2;5;[1 2 2 2 2 2 2 2 ] [];8;642.3212947;680.5838297;38.262535;2;4;[2 2 0 0 ] [1 1 1 1 3 3 ];10;1;0;0;1;1;1;1;1;0;1;1;1;64;547.7811364;73;16.21740888;3;2;1;1;1;INGENIERIA EN COMPUTACION E INFORMATICA;5.3;4.8;5.4;5.2;7;5.2;7;5.63;5.7;5.7;A
158;*;*;*;*;45.646497;71.72781433;26.08131733;1;1;[3 3 3 0 0 3 3 ] [];7;71.74451933;186.7856403;115.041121;2;7;[2 3 2 3 3 3 3 2 2 2 2 ] [1 1 1 1 2 2 2 2 2 ];20;186.8023143;353.1230077;166.3206934;2;13;[3 0 0 0 0 0 0 0 2 3 3 1 3 3 3 1 1 2 ] [];18;353.1396917;401.819111;48.6794193;1;2;[2 2 0 0 2 2 2 2 2 2 ] [];10;401.835686;456.348263;54.512577;1;3;[1 2 2 2 3 2 2 2 2 2 ] [];10;456.364871;538.642076;82.277205;1;4;[2 2 0 0 1 1 0 0 2 2 2 0 0 ] [1 1 1 1 2 ];18;1;0;0;1;0;0;1;0;0;1;1;0;83;492.912333;30;16.08072484;8;5;4;3;2;INGENIERIA CIVIL INFORMATICA;5.9;6.3;6;6.1;2;6.8;7;5.73;5.7;5.7;A
164;*;*;*;*;69.92711033;148.8955237;78.96841337;1;7;[2 2 2 2 0 0 3 1 3 0 ] [0 2 2 2 2 ];15;148.9121707;231.7907467;82.878576;1;9;[2 3 3 3 3 3 ] [1 1 1 1 ];10;231.8076317;457.7500697;225.942438;3;46;[3 3 2 0 0 0 0 0 2 3 ] [3 0 0 2 2 2 2 0 ];18;457.7667297;481.8168387;24.050109;1;9;[2 2 0 0 2 2 2 2 ] [3 3 ];10;481.8334277;506.5852767;24.751849;1;5;[1 2 2 ] [3 3 3 3 3 ];8;506.6018657;544.6071887;38.005323;1;5;[2 2 0 2 2 0 2 2 ] [1 1 1 1 ];12;0;1;0;1;1;0;1;1;0;1;1;1;73;474.5967084;81;17.43554276;6;4;3;1;2;INGENIERIA CIVIL INDUSTRIAL;4.4;6.3;6.4;5.7;5.5;6.4;4;5.67;5.7;5.7;A
188;*;*;*;*;204.1553687;318.1724697;114.017101;2;20;[3 3 3 1 3 3 0 2 2 ] [2 2 1 1 ];13;318.1891467;371.1263017;52.937155;1;10;[2 2 2 3 3 3 3 3 3 ] [1 1 1 1 ];13;371.1430047;451.8557837;80.712779;1;11;[3 0 0 0 0 0 2 3 1 3 3 ] [3 0 0 2 2 ];16;451.8724017;503.5106867;51.638285;1;3;[2 2 0 0 2 2 2 2 2 ] [3 ];10;503.5273307;575.1314657;71.604135;1;5;[1 2 2 1 0 1 1 ] [1 1 3 3 3 3 3 ];14;575.1481397;617.8941357;42.745996;1;4;[2 2 0 0 2 2 0 ] [1 1 1 ];10;0;0;1;1;0;1;1;1;1;1;1;1;76;413.655451;53;15.60991623;6;5;2;2;2;INGENIERIA CIVIL INDUSTRIAL;6.2;4.7;3.9;4.9;5.5;6.7;7;5.66;5.7;5.7;A
199;*;*;*;*;52.570173;234.2732393;181.7030663;11;43;[2 3 3 3 3 0 0 3 ] [2 ];9;234.2896813;274.4381907;40.1485094;1;11;[2 3 3 3 3 3 ] [1 1 1 1 ];10;274.4548497;482.2174587;207.762609;3;39;[3 0 0 0 0 0 2 3 ] [3 0 0 2 2 2 2 0 ];16;482.2341617;520.8652647;38.631103;1;5;[2 2 0 0 0 2 2 ] [3 3 3 3 ];11;520.8820747;563.081363;42.1992883;2;6;[1 2 2 ] [3 3 3 3 3 ];8;563.098148;611.666428;48.56828;1;6;[2 2 0 0 ] [1 1 1 1 3 0 3 ];11;0;1;1;0;1;0;1;1;1;1;1;1;65;559.012856;110;18.75223634;5;3;2;1;2;INGENIERIA INDUSTRIAL;6.8;6.2;6.8;6.6;5.5;4.1;5.2;5.67;5.7;5.7;A
209;*;*;*;*;94.46291467;143.7777167;49.31480203;1;14;[3 3 3 3 0 3 0 0 0 ] [];9;143.81105;169.6433633;25.8323133;1;11;[2 3 3 3 3 3 0 0 0 0 ] [];10;169.6600293;227.574454;57.9144247;1;41;[0 3 0 0 0 0 0 2 2 3 1 1 1 1 1 1 3 3 3 3 3 3 3 3 0 0 0 0 0 0 0 2 2 2 2 2 1 1 1 3 3 2 1 1 2 3 3 1 1 2 ] [];50;227.6077873;328.6538187;101.0460314;3;38;[2 2 2 0 0 3 3 0 3 3 3 3 3 3 3 3 2 2 2 0 2 0 0 1 1 1 2 2 2 2 0 0 0 2 ] [];34;328.6871507;360.235926;31.5487753;1;17;[2 3 0 1 1 1 1 1 2 2 0 0 1 1 2 2 2 2 2 2 0 0 ] [];22;360.269258;396.7345313;36.4652733;1;14;[3 2 0 1 2 2 0 3 0 0 0 0 1 1 2 2 0 0 0 0 ] [];20;0;1;0;0;0;0;1;1;0;0;0;0;145;302.12162;135;30.55272131;6;2;3;3;1;INGENIERIA EN COMPUTACION E INFORMATICA;6.4;5;6.1;5.8;5.8;6;4.3;5.71;5.7;5.7;A
262;*;*;*;*;53.39093667;98.18062;44.78968333;1;10;[3 3 3 ] [2 2 1 1 ];7;98.197394;128.9853613;30.7879673;1;11;[2 3 3 3 3 3 ] [1 1 1 1 ];10;129.0016883;179.842216;50.8405277;1;14;[3 0 0 0 0 0 2 3 1 3 3 3 3 1 ] [3 0 ];16;179.858797;202.1284013;22.2696043;1;14;[2 2 0 0 2 2 2 2 2 2 ] [];10;202.1450893;220.7638447;18.6187554;1;8;[1 2 2 2 2 2 2 2 ] [];8;220.7805177;259.4558807;38.675363;1;3;[2 2 0 0 2 2 ] [1 1 1 1 ];10;1;1;1;1;1;1;1;1;1;1;1;1;61;205.981901;60;11.644975;6;4;3;1;1;INGENIERIA CIVIL INDUSTRIAL;5.8;5.8;6.1;5.9;6;4.6;7;5.7;5.7;5.7;A
284;*;*;*;*;9.658228333;65.03279367;55.37456534;3;6;[3 3 3 ] [2 2 1 1 ];7;65.06607067;96.01591333;30.94984266;1;5;[2 3 3 3 3 3 ] [1 1 1 1 ];10;96.04921533;215.9652263;119.916011;1;13;[3 0 0 0 0 0 2 3 1 3 3 3 ] [3 0 0 2 ];16;215.9818443;269.3886437;53.4067994;1;5;[2 2 0 0 2 2 2 2 ] [3 3 ];10;269.421977;337.6500307;68.2280537;2;10;[1 2 2 2 2 2 ] [3 3 ];8;337.683364;372.079199;34.395835;1;6;[2 2 0 0 2 2 0 ] [1 1 1 ];10;1;1;1;1;1;1;1;1;1;1;1;1;61;362.2711071;45;12.23383292;8;5;3;3;3;INGENIERIA EN COMPUTACION E INFORMATICA;6.6;6.5;6.7;6.6;5;4;7;5.75;5.7;5.7;A
305;*;*;*;*;35.020537;132.873651;97.853114;2;3;[3 3 3 ] [2 1 2 1 ];7;132.881727;248.449346;115.567619;3;11;[2 3 3 3 3 ] [1 1 1 1 2 ];10;248.457316;365.2676063;116.8102903;1;4;[3 0 0 0 0 0 2 3 1 3 3 3 ] [3 0 0 0 2 ];17;365.2756273;533.0738783;167.798251;5;32;[2 2 0 1 0 ] [1 1 3 3 3 3 0 0 3 3 3 1 1 0 ];19;533.0818613;574.6301133;41.548252;1;9;[1 2 2 1 1 ] [1 1 3 3 3 3 3 ];12;574.6381083;655.3546393;80.716531;1;9;[0 0 2 2 2 2 2 2 2 2 2 ] [2 2 2 2 1 1 1 2 0 1 3 3 1 ];24;1;1;0;0;0;0;1;1;0;0;1;0;89;620.2940573;68;20.59420566;8;6;3;4;3;INGENIERIA CIVIL INDUSTRIAL;5.7;6.6;6.1;6.1;5.3;4.4;7;5.65;5.7;5.7;A
313;*;*;*;*;21.78226133;64.34679767;42.56453634;1;7;[3 3 3 ] [2 2 1 1 ];7;64.36348867;96.31185567;31.948367;1;10;[2 3 3 3 ] [1 1 1 1 2 2 ];10;96.32850967;368.4980663;272.1695566;2;58;[3 3 0 2 0 0 0 0 2 0 3 2 ] [2 3 0 0 2 0 0 3 3 3 3 1 1 1 1 1 1 2 2 2 2 2 2 2 0 0 0 0 0 0 2 ];43;368.5147473;467.8262617;99.3115144;3;32;[2 2 2 2 2 0 3 0 2 ] [1 1 3 3 2 2 0 0 3 3 3 ];20;467.8429217;505.3243417;37.48142;1;14;[] [1 1 3 3 3 3 3 3 2 0 0 3 3 0 ];14;505.3410467;556.888421;51.5473743;1;27;[2 2 3 3 0 0 2 2 2 2 2 2 2 2 2 2 2 0 0 3 3 3 3 3 ] [1 1 3 ];27;1;1;0;0;0;0;1;1;0;0;1;0;121;535.0227687;148;29.77224652;5;4;2;1;0;INGENIERIA CIVIL INDUSTRIAL;6.9;5.6;5.9;6.1;2.5;6.3;7;5.71;5.7;5.7;A
331;*;*;*;*;43.03378333;64.67611167;21.64232834;1;1;[3 3 3 0 ] [2 2 1 ];7;64.70944467;203.394121;138.6846763;3;9;[2 3 3 3 3 3 ] [1 1 1 1 ];10;203.410909;389.713373;186.302464;5;22;[0 3 0 0 0 0 2 3 1 ] [3 0 0 2 2 2 2 ];16;389.730043;436.710905;46.980862;1;6;[2 2 2 2 0 2 1 ] [1 1 3 3 3 ];12;436.727731;475.0783723;38.3506413;1;5;[1 2 2 2 2 2 ] [3 3 ];8;475.0950943;509.1643423;34.069248;1;6;[2 2 0 0 ] [1 1 1 1 3 3 ];10;1;1;1;0;1;1;1;1;1;1;1;1;63;466.03022;49;13.79873023;6;4;2;2;3;INGENIERIA EN COMPUTACION E INFORMATICA;6.4;6.4;5.8;6.2;6.6;3.8;7;5.74;5.7;5.7;A
340;*;*;*;*;75.880306;300.4713273;224.5910213;3;5;[3 3 3 0 0 ] [2 2 ];7;300.5046593;466.3813613;165.876702;3;10;[2 3 3 3 3 3 3 ] [1 1 1 1 3 ];12;466.4146933;576.4936273;110.078934;1;9;[0 3 0 0 0 0 2 3 ] [3 0 0 0 2 2 2 2 1 0 0 ];19;576.5102933;634.5746387;58.0643454;1;2;[2 2 2 2 2 2 2 ] [1 1 3 3 1 ];12;634.5913047;671.123178;36.5318733;1;3;[1 2 2 2 2 2 ] [3 3 ];8;671.139844;771.9691467;100.8293027;2;7;[2 2 0 0 2 2 0 ] [1 1 3 2 1 ];12;1;0;0;0;1;0;1;1;0;1;1;1;70;695.9721787;36;16.33616111;9;6;4;3;2;INGENIERIA CIVIL INDUSTRIAL;7;5.4;6.2;6.2;1;7;7;5.7;5.7;5.7;A
344;*;*;*;*;18.18343133;94.90018433;76.716753;2;8;[0 0 3 3 3 ] [1 2 2 0 0 ];10;94.91696833;134.9668937;40.04992537;1;6;[2 3 3 3 3 3 ] [1 1 1 1 ];10;134.9836367;201.683616;66.6999793;1;11;[3 0 0 0 0 0 2 3 ] [3 0 0 2 2 2 2 0 ];16;201.700319;266.3336783;64.6333593;1;6;[2 2 0 0 2 2 3 ] [3 3 3 3 3 ];12;266.3503993;310.5004203;44.150021;2;6;[1 2 2 2 ] [3 3 3 3 ];8;310.5169813;358.9835717;48.4665904;1;6;[2 2 0 0 2 ] [1 1 1 1 3 ];10;0;1;1;0;1;1;1;1;1;1;1;1;66;340.7166284;43;12.70002157;7;3;3;2;2;INGENIERIA CIVIL INDUSTRIAL;3.8;5.4;6.8;5.3;6.6;5.5;7;5.72;5.7;5.7;A
401;*;*;*;*;367.6088277;1220.14549;852.5366623;4;46;[3 0 3 3 ] [2 2 1 ];7;1220.178788;1312.493002;92.314214;1;10;[2 3 3 3 3 3 ] [1 1 1 1 ];10;1312.509659;1455.217959;142.7083;2;31;[3 3 3 3 3 3 3 3 0 0 ] [3 0 0 2 0 0 3 3 3 3 1 1 1 1 ];24;1455.234579;1579.113582;123.879003;2;15;[2 2 0 0 2 2 2 2 2 2 ] [];10;1579.130201;1629.091467;49.961266;1;5;[1 2 2 1 ] [1 1 3 3 3 3 3 0 ];12;1629.108327;1798.886589;169.778262;3;15;[2 2 3 3 3 0 0 2 2 2 2 0 ] [1 1 1 ];15;1;1;0;1;0;0;1;1;0;1;1;0;78;1431.177707;122;29.97404845;6;4;2;2;3;INGENIERIA CIVIL INDUSTRIAL;5.4;5.6;6.8;5.9;2;7;7;5.71;5.7;5.7;A
405;*;*;*;*;12.48564267;36.90663133;24.42098866;1;3;[3 3 3 0 0 1 ] [2 2 1 ];9;36.92348933;74.39679233;37.473303;1;4;[2 3 3 3 3 3 ] [1 1 1 1 ];10;74.41356033;293.4187463;219.005186;4;28;[0 3 0 0 0 0 2 3 ] [3 0 0 2 2 2 2 0 ];16;293.4353883;360.78096;67.3455717;2;8;[2 2 2 2 0 0 ] [3 3 3 3 ];10;360.797655;435.2778423;74.4801873;2;10;[1 2 2 2 ] [3 3 3 3 ];8;435.2945103;551.6319647;116.3374544;2;14;[3 3 2 2 0 0 ] [1 1 1 1 3 3 ];12;0;1;1;1;1;0;1;1;1;1;1;1;65;539.062691;67;15.92498903;7;5;3;2;2;INGENIERIA EN COMPUTACION E INFORMATICA;5.7;6.4;4.7;5.6;6.5;5;7;5.72;5.7;5.7;A
445;*;*;*;*;5.255219;172.7358227;167.4806037;1;7;[0 0 3 3 3 3 3 3 3 2 ] [2 2 2 3 ];14;172.7518997;239.5740437;66.822144;1;9;[2 3 3 3 3 ] [1 1 1 1 2 ];10;239.5906757;464.546751;224.9560753;1;12;[0 0 0 0 0 2 0 0 0 0 2 0 0 3 0 0 0 0 2 3 1 0 1 3 3 3 ] [3 0 0 2 ];30;464.563468;669.694529;205.131061;4;12;[2 ] [1 1 3 3 3 3 3 3 3 ];10;669.711131;726.287562;56.576431;1;2;[1 2 2 1 ] [1 1 3 3 3 3 3 0 ];12;726.304155;836.9937167;110.6895617;3;9;[2 2 0 0 2 2 0 ] [1 1 1 ];10;0;1;0;1;0;1;1;1;0;1;1;1;86;831.6558767;51;21.1138633;9;5;5;2;3;INGENIERIA CIVIL INFORMATICA;6.5;5.6;6.4;6.2;1;7;7;5.68;5.7;5.7;A
452;*;*;*;*;33.68787333;134.1265;100.4386267;1;19;[3 3 3 3 0 0 3 ] [];7;134.14312;265.4877;131.34458;2;39;[2 3 3 3 3 3 0 0 ] [0 0 1 1 ];12;265.50434;381.23428;115.72994;1;8;[3 0 0 0 0 0 2 3 1 ] [3 0 0 2 2 2 2 ];16;381.2509;872.51054;491.25964;4;61;[2 2 0 0 2 2 1 ] [3 1 1 3 3 3 0 ];14;872.54382;953.52082;80.977;1;5;[1 2 2 1 1 ] [1 1 3 3 3 3 3 ];12;953.53746;1297.162407;343.624947;3;29;[1 2 2 3 3 3 0 0 ] [2 2 2 2 1 1 1 1 3 3 3 3 3 3 3 3 ];24;1;0;1;0;0;0;1;1;1;1;1;0;85;1263.374734;161;31.86004824;5;3;4;0;1;INGENIERIA INDUSTRIAL;3.2;5;5.5;4.6;6.5;7;7;5.71;5.7;5.7;A
462;*;*;*;*;51.82571167;106.8519883;55.02627663;1;5;[3 3 0 0 ] [3 2 2 2 ];8;106.8686903;177.3976787;70.5289884;1;16;[2 2 3 3 3 3 3 3 ] [1 1 1 1 ];12;177.4144887;296.1241377;118.709649;1;9;[0 3 0 0 0 0 2 3 ] [3 0 0 2 2 2 2 0 ];16;296.1407987;409.7829543;113.6421556;1;6;[2 2 2 0 2 0 0 ] [3 3 3 3 ];11;409.7996183;464.3426747;54.5430564;1;4;[1 2 2 2 ] [3 3 3 3 ];8;464.3593787;557.3421427;92.982764;2;5;[2 2 0 0 2 2 ] [1 1 1 1 ];10;0;0;1;0;1;1;1;1;1;1;1;1;65;505.43289;45;14.25249565;10;7;4;3;3;INGENIERIA EN COMPUTACION E INFORMATICA;6.6;6.1;6.2;6.3;3.5;5.4;7;5.72;5.7;5.7;A
8;*;*;*;*;5.049875667;23.68159333;18.63171766;1;8;[3 3 3 3 0 0 3 ] [];7;23.71492667;54.69902667;30.9841;1;10;[2 3 3 3 3 3 0 0 0 0 ] [];10;54.73230967;116.494108;61.76179833;1;20;[3 0 0 0 0 0 2 3 1 1 0 3 3 3 3 1 1 2 ] [];18;116.5274413;156.528429;40.0009877;2;17;[2 2 2 2 2 2 2 0 0 2 ] [];10;156.545205;192.413133;35.867928;1;15;[1 2 2 2 1 1 3 1 1 2 2 2 2 2 0 0 ] [];16;192.429826;227.947731;35.517905;1;14;[2 2 3 3 0 0 2 2 2 2 0 0 0 0 ] [];14;1;1;0;1;0;0;1;1;0;1;0;1;75;222.7644367;84;15.5082362;5;3;2;1;2;INGENIERIA EN COMPUTACION E INFORMATICA;4.6;4.8;6.4;5.6;4.5;7;7;5.8;5.8;5.8;A
11;*;*;*;*;113.5841773;688.61561;575.0314327;9;70;[3 3 3 0 3 0 ] [2 ];7;688.632274;752.923444;64.29117;1;12;[2 3 3 3 3 3 0 0 0 0 3 ] [3 ];12;752.940135;862.8069807;109.8668457;1;30;[3 3 3 3 3 3 3 3 0 0 0 0 0 0 0 0 2 2 2 2 2 1 0 ] [3 3 0 0 0 2 0 0 ];31;862.8236417;978.8397883;116.0161466;2;16;[2 2 2 2 2 2 2 0 2 0 ] [];10;978.8564163;1020.799644;41.9432277;1;14;[1 1 1 2 2 2 0 0 2 2 2 2 2 0 0 ] [];15;1020.816285;1144.780222;123.963937;2;28;[2 2 0 0 0 1 2 2 2 3 0 0 0 0 ] [];14;1;0;0;1;0;0;1;1;0;1;0;1;89;1031.11276;170;30.80788842;6;4;2;1;3;INGENIERIA INDUSTRIAL;6.3;6.4;6.2;6.2;6;6;3.1;5.84;5.8;5.8;A
94;*;*;*;*;125.740777;402.872371;277.131594;4;35;[3 3 3 3 0 3 0 2 ] [2 ];9;402.889001;497.3366097;94.4476087;1;19;[2 2 3 3 3 3 3 ] [1 1 1 1 2 ];12;497.3532987;654.2735593;156.9202606;2;17;[3 0 0 0 0 0 2 3 1 3 3 3 3 ] [3 0 0 ];16;654.2902593;746.4148127;92.1245534;1;13;[1 1 2 2 2 2 0 0 2 2 2 2 2 ] [1 1 0 0 ];17;746.4314107;815.5786497;69.147239;1;3;[1 2 2 1 1 2 2 2 2 2 ] [1 1 ];12;815.5953447;867.3101783;51.7148336;1;4;[0 0 0 0 2 2 2 2 0 0 ] [];10;0;0;1;0;0;1;1;1;1;0;1;1;76;741.4860893;91;21.10138713;5;5;1;2;1;INGENIERIA CIVIL INDUSTRIAL;5;6.1;2.4;4.5;7;7;7;5.75;5.8;5.8;A
153;*;*;*;*;122.6842707;251.5172827;128.833012;1;21;[3 2 3 3 3 ] [1 1 2 2 ];9;251.5339137;288.095772;36.5618583;1;10;[2 3 3 3 3 3 ] [1 1 1 1 ];10;288.112474;406.4969167;118.3844427;1;16;[3 0 0 0 0 0 2 3 1 ] [3 0 0 2 2 2 2 ];16;406.5136397;474.4380867;67.924447;1;16;[2 2 2 2 0 0 2 2 2 ] [1 1 3 3 2 0 0 ];16;474.4547837;525.2648193;50.8100356;1;12;[1 2 2 1 1 ] [1 1 3 3 3 3 3 ];12;525.2814633;566.9592033;41.67774;1;11;[2 2 0 0 0 0 2 2 ] [1 1 ];10;0;1;1;0;0;1;1;1;1;0;1;1;73;444.1915356;86;17.44854504;6;2;4;1;2;INGENIERIA CIVIL INDUSTRIAL;6;5.3;5.8;5.7;3;7;7;5.75;5.8;5.8;A
